avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,satisfaction,status,tenure,salary_numeric,last_evaluation_missing,department_IT,department_Missing,department_admin,department_engineering,department_finance,department_management,department_marketing,department_procurement,department_product,department_sales,department_support,salary_high,salary_low,salary_medium
282,0.0,0.861068934,7,0.0,0.128225876,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
268,0.0,0.705118738,3,0.0,0.891696533,0,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
127,0.0,0.471089742,2,0.0,0.374916078,1,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
246,0.0,0.431593866,4,0.0,0.487065016,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
203,0.0,0.722787954,2,0.0,0.926129531,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
199,0.0,0.0,4,0.0,0.6267579,0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
279,0.0,0.760292317,5,0.0,0.547227089,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
147,0.0,0.0,2,0.0,0.482287411,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
151,0.0,0.88480517,3,0.0,0.60875231,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
248,1.0,0.922250041,4,0.0,0.712657675,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
149,0.0,0.577745099,4,0.0,0.211620869,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
254,0.0,1.0,7,0.0,0.090155795,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
202,0.0,0.703434795,3,0.0,1.0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
104,1.0,0.0,2,0.0,0.658399452,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
130,0.0,0.0,2,0.0,0.4373613,1,3.0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
235,0.0,0.681773146,3,0.0,0.825526063,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
149,0.0,0.518766875,3,0.0,0.829093093,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
150,1.0,0.633970726,3,0.0,0.323969517,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
241,0.0,0.798337584,5,0.0,0.713276817,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
156,1.0,0.506313643,3,0.0,0.715186586,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
167,0.0,0.37244847,3,0.0,0.146760378,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
173,0.0,0.558980039,4,0.0,0.547572881,0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
282,0.0,0.855789905,6,0.0,0.131400558,1,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
144,0.0,0.510037434,3,0.0,0.621890502,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
310,0.0,0.758871832,6,0.0,0.132344512,1,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
167,0.0,0.965869268,3,0.0,0.89279265,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
239,0.0,0.927426658,5,0.0,0.783737106,1,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
261,1.0,0.46542984,5,0.0,0.341497815,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
131,0.0,0.562548196,2,0.0,0.426118389,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
191,0.0,0.543543105,6,0.0,0.187270308,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
253,0.0,0.767886824,4,0.0,0.671048502,0,4.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
140,0.0,0.606610509,3,0.0,0.84715511,0,2.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
256,0.0,0.743220659,3,0.0,0.793582163,0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
216,0.0,0.798325826,4,0.0,0.675053839,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
251,0.0,0.653950992,4,0.0,0.741903915,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
263,0.0,0.653983725,3,0.0,0.890230003,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
255,1.0,0.0,3,0.0,1.0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
146,0.0,0.0,2,0.0,0.451870618,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
260,0.0,0.977679238,4,0.0,0.732099894,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
121,0.0,0.549720024,4,1.0,0.915485073,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
284,0.0,0.926052451,6,0.0,0.084014833,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
222,0.0,0.451868198,4,0.0,0.56860823,0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
183,0.0,0.0,3,0.0,0.978642093,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
217,0.0,0.0,3,0.0,0.853310481,0,3.0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
115,0.0,0.560729565,5,0.0,0.668268919,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
259,1.0,0.740337285,4,0.0,0.497434588,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
186,0.0,0.69229489,3,0.0,0.73924592,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
155,0.0,0.461113689,2,0.0,0.400452944,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
155,0.0,0.633059467,4,0.0,0.501160184,0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
136,0.0,0.694347794,5,0.0,0.805686875,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
102,0.0,0.588433822,4,0.0,0.821423021,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
177,0.0,0.904136903,3,0.0,0.791194358,0,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
238,1.0,0.899066799,2,0.0,0.914412686,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242,0.0,0.632501821,5,0.0,0.481977653,0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
237,1.0,0.812484542,4,0.0,0.666811647,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
151,0.0,0.484848345,2,0.0,0.389307959,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
150,1.0,0.925133745,4,0.0,0.565023101,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
269,0.0,0.0,3,0.0,0.948086146,0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
236,1.0,0.0,5,1.0,0.982613056,0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
206,0.0,0.637246321,3,0.0,0.558584015,0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
188,0.0,0.0,3,0.0,0.357871106,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
158,1.0,1.0,4,0.0,0.915311223,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
228,0.0,0.588850703,6,0.0,0.408660482,0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
191,0.0,0.653286725,4,0.0,0.653485876,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
153,0.0,0.0,2,0.0,0.455101187,1,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
212,0.0,0.675543002,3,0.0,0.657356004,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
286,0.0,0.744250595,5,0.0,0.343757476,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
228,0.0,0.826447574,4,0.0,0.697094244,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
206,0.0,0.554295912,5,0.0,0.814280938,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
237,1.0,0.80588301,5,0.0,0.833317547,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
224,0.0,0.604133623,4,0.0,0.639599707,0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
247,0.0,0.967783602,3,0.0,0.891688002,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
307,0.0,0.947041112,7,0.0,0.092575473,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
243,0.0,0.924724133,5,0.0,0.951581915,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
167,0.0,0.650484075,4,0.0,0.500921327,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
261,0.0,0.514471893,5,0.0,0.510675844,0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
267,0.0,0.4997214,5,0.0,0.568022909,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
181,1.0,0.710324034,5,0.0,0.827071253,0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
165,0.0,0.864149249,3,0.0,0.88481292,0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
292,0.0,0.824286957,6,0.0,0.101915537,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
157,0.0,0.733858132,5,0.0,0.921444943,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
256,0.0,0.962934336,6,0.0,0.079857709,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
239,1.0,0.0,4,0.0,0.754945521,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
270,0.0,0.532358069,4,0.0,0.701131932,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
262,0.0,0.800370146,4,0.0,0.578718847,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
192,0.0,0.893968494,3,0.0,0.761966393,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
104,0.0,0.641145485,3,0.0,0.574000481,0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
258,0.0,0.661328881,4,0.0,0.881867454,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
269,0.0,0.826172017,3,0.0,0.632196712,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
204,0.0,0.5072676,4,0.0,0.86674586,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,0.0,0.932668981,2,0.0,0.863457615,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
232,0.0,0.928291954,5,0.0,0.816134203,1,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
213,0.0,0.726534182,5,0.0,0.326080092,0,2.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
256,0.0,0.402822201,6,0.0,0.88350671,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
176,0.0,0.512580112,2,0.0,0.680395507,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
163,0.0,0.0,4,0.0,0.903250725,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147,0.0,0.0,6,0.0,0.902328626,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
134,0.0,0.854683804,4,0.0,0.702874767,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
98,0.0,0.456963682,2,0.0,0.523361069,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
179,0.0,0.907610005,5,0.0,0.929141004,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147,0.0,0.614910823,5,0.0,0.899206494,0,4.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
222,1.0,0.794992963,5,0.0,0.783493937,0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
151,0.0,0.0,2,0.0,0.419817805,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
174,0.0,0.654918108,2,0.0,0.356804572,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
140,0.0,0.50758048,2,0.0,0.421423107,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
212,0.0,0.482801231,5,0.0,0.639302702,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
217,0.0,0.912973292,3,0.0,0.62340514,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
203,0.0,0.674248266,4,0.0,0.218580863,0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
240,1.0,0.806512371,3,0.0,0.573530465,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
202,0.0,0.755865739,3,0.0,0.764341233,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
176,0.0,0.947956611,5,0.0,0.857632626,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
248,0.0,0.410803624,3,0.0,0.609086534,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
238,0.0,0.958632863,3,0.0,0.624658465,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
97,0.0,0.461222065,3,0.0,0.283338408,0,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
273,0.0,0.689923005,5,0.0,0.87651392,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
157,0.0,0.752063652,2,0.0,0.676137689,1,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
250,0.0,0.0,5,0.0,0.617092207,0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
171,0.0,0.849655857,5,0.0,0.990994222,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
266,1.0,0.992893422,4,0.0,0.86512134,0,2.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
258,0.0,0.871626006,5,0.0,0.216443852,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
296,0.0,0.877549894,7,0.0,0.136835079,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
241,0.0,0.63562175,3,0.0,0.922171469,0,10.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
223,0.0,0.436710358,3,0.0,0.743542892,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
162,0.0,0.578170219,4,0.0,0.832690979,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
142,1.0,0.785221895,4,0.0,0.668268329,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
199,0.0,0.893246342,3,0.0,0.169775061,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
160,0.0,0.934247131,3,0.0,0.882768062,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
195,0.0,0.613085756,3,0.0,0.612208436,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
257,0.0,0.94739082,5,0.0,0.914286337,1,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
155,1.0,0.964389524,3,0.0,0.731015028,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
198,0.0,0.812554222,4,0.0,0.92673407,0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
156,1.0,0.968305658,4,0.0,0.96004441,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
133,0.0,0.818013649,3,0.0,0.591913738,0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
188,0.0,0.557126966,4,0.0,0.721474661,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
236,0.0,0.474513861,5,0.0,0.264521568,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
246,0.0,0.430856815,3,0.0,0.502637486,0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
155,0.0,0.795756578,3,0.0,0.554308175,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
122,0.0,0.539910925,3,0.0,0.609660521,0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
187,0.0,0.0,4,0.0,0.55331294,0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
257,0.0,0.990937096,5,0.0,0.751387458,1,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
268,0.0,0.563036946,5,0.0,0.349358872,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
149,0.0,0.0,2,0.0,0.45674065,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
140,0.0,0.439627885,2,0.0,0.472785452,1,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
229,0.0,0.0,4,0.0,0.619337869,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
228,0.0,0.620152805,5,1.0,0.841232801,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
230,0.0,0.79784286,3,0.0,0.588245622,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
105,0.0,0.373284444,6,0.0,0.291584366,0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
178,0.0,0.844547106,3,0.0,0.731317349,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
228,0.0,0.9990174,4,0.0,0.825386645,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
260,0.0,0.0,3,0.0,0.95433788,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
98,0.0,0.478430294,6,0.0,0.841156105,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
283,1.0,0.818752765,6,0.0,0.154287643,1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
146,0.0,0.484583181,2,0.0,0.471084901,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
223,0.0,0.0,4,0.0,0.794402453,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
259,0.0,0.574359263,4,0.0,0.513907811,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
194,1.0,0.0,5,0.0,0.536454239,0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
236,0.0,1.0,3,0.0,0.319276027,1,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
195,0.0,0.956467525,3,0.0,0.859133125,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
130,1.0,0.835095802,5,0.0,0.949831918,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
213,0.0,0.508523018,4,0.0,0.631125636,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
254,0.0,0.0,4,0.0,0.913508762,0,2.0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
185,0.0,0.797575901,2,0.0,0.44280891,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
273,0.0,0.766303686,6,0.0,0.944435574,0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
231,0.0,0.533485804,3,0.0,0.518847132,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
212,1.0,0.683160482,4,0.0,0.43660817,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
272,0.0,0.966159817,4,0.0,0.829965687,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137,0.0,0.725963675,4,0.0,0.679912548,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
186,0.0,0.600165423,2,0.0,0.461334083,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
151,1.0,0.57151097,4,0.0,0.578849281,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
222,0.0,0.761882377,4,0.0,0.60176346,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
147,0.0,0.423685888,2,0.0,0.435206193,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
117,0.0,0.947144056,4,0.0,0.402059764,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
146,0.0,0.482575498,2,0.0,0.417484171,1,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
131,0.0,0.422362366,3,0.0,0.755396899,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
262,0.0,0.0,4,0.0,0.885372053,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
247,0.0,0.587022225,2,0.0,0.095120799,1,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
232,0.0,0.862081778,3,0.0,0.665550957,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
176,0.0,0.62546512,2,1.0,0.825873346,0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
246,1.0,0.694280761,4,0.0,0.580628282,0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
197,0.0,1.0,4,0.0,0.464258822,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
161,1.0,0.0,4,0.0,0.574007545,0,3.0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
242,0.0,1.0,5,0.0,0.793098483,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
266,0.0,0.65981278,5,0.0,0.703440224,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
183,0.0,0.558766129,2,0.0,0.690560866,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
256,0.0,0.553203994,5,0.0,0.577449433,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
292,0.0,0.809779345,6,0.0,0.146025616,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
217,0.0,0.837488509,3,0.0,0.656067609,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
225,0.0,0.861425234,5,0.0,0.878312455,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
156,0.0,0.59910849,2,0.0,0.565100167,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
215,1.0,0.62002277,5,0.0,0.801317481,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
134,0.0,0.527598007,2,0.0,0.509932124,1,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
234,0.0,0.574523338,3,0.0,0.993179245,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
169,0.0,0.588568049,6,0.0,0.277802426,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
166,1.0,0.0,3,1.0,0.784239223,0,3.0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
252,0.0,0.718825435,3,0.0,0.94396231,0,4.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
204,0.0,0.924087649,5,0.0,0.690390592,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
131,0.0,0.571700724,2,0.0,0.330653253,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
206,0.0,0.696331098,3,0.0,0.937538161,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
211,0.0,0.96951953,4,0.0,0.535122203,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
259,1.0,0.51872553,3,1.0,0.881629892,0,10.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
149,0.0,0.515113847,3,0.0,0.760346692,0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
175,1.0,0.465346685,5,0.0,0.222848901,0,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
178,0.0,0.691669127,6,0.0,0.138157982,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
263,0.0,0.843787327,2,0.0,0.639590782,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
266,0.0,0.971684147,6,0.0,0.135719014,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
169,0.0,0.757481934,5,0.0,0.572995052,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
248,0.0,0.960759854,5,0.0,0.835047871,1,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
152,0.0,0.506971301,2,0.0,0.387466663,1,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
175,1.0,0.54119112,4,0.0,0.896359449,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
209,0.0,0.997327686,3,0.0,0.602602617,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
132,0.0,0.475424339,2,0.0,0.323394955,1,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
257,0.0,1.0,5,0.0,0.838258243,1,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
181,0.0,0.943981404,2,0.0,0.882976227,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
206,0.0,0.730594385,3,0.0,0.716583769,0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
186,0.0,0.643739286,5,0.0,0.661364873,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
144,0.0,0.46974469,2,0.0,0.38487918,1,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
305,0.0,0.897981573,6,0.0,0.124108975,1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
280,0.0,0.630176762,2,0.0,0.327048244,1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
268,1.0,0.795930294,3,0.0,1.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
124,0.0,0.679841819,4,0.0,0.407200186,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
136,0.0,0.454795048,2,0.0,0.421196639,1,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
295,0.0,0.795972892,6,0.0,0.080710945,1,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
269,1.0,0.731624051,3,0.0,0.703607489,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
140,0.0,0.620938177,3,0.0,1.0,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
